學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,一年級總計,二年級男生,二年級女生,二年級總計,三年級男生,三年級女生,三年級總計,四年級男生,四年級女生,四年級總計,五年級男生,五年級女生,五年級總計,六年級男生,六年級女生,六年級總計,七年級男生,七年級女生,七年級總計,延修生男生,延修生女生,延修生總計,縣市名稱,體系別
1,國立政治大學,1111001,教育學系,D 日,D 博士,101,45,56,8,9,17,9,11,20,13,11,24,5,9,14,3,6,9,2,4,6,5,6,11, -, -,0,30 臺北市,1 一般
1,國立政治大學,1111001,教育學系,D 日,M 碩士,39,15,24,8,8,16,1,6,7,4,8,12,2,2,4, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,1111001,教育學系,D 日,B 學士,218,78,140,19,36,55,16,33,49,18,27,45,18,29,47, -, -,0, -, -,0, -, -,0,7,15,22,30 臺北市,1 一般
1,國立政治大學,1114005,教育行政與政策研究所,D 日,M 碩士,48,14,34,3,10,13,6,10,16,2,8,10,3,6,9, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,1114006,學校行政碩士在職專班,N 職,M 碩士,80,28,52,7,16,23,9,17,26,8,10,18,1,7,8,3,2,5, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,1121004,幼兒教育研究所,D 日,M 碩士,54,5,49,3,11,14, -,14,14,2,14,16, -,10,10, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,2211019,宗教研究所,D 日,D 博士,27,15,12,2,1,3,2,3,5,4,1,5,4,1,5, -,1,1,1,2,3,2,3,5, -, -,0,30 臺北市,1 一般
1,國立政治大學,2211019,宗教研究所,D 日,M 碩士,26,12,14,5,3,8,2,2,4,2,5,7,3,4,7, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,2221020,歷史學系,D 日,D 博士,25,18,7,5,1,6,2, -,2,2,1,3,2, -,2,2,2,4,4,1,5,1,2,3, -, -,0,30 臺北市,1 一般
1,國立政治大學,2221020,歷史學系,D 日,M 碩士,58,45,13,10,1,11,9,4,13,13,3,16,12,5,17,1, -,1, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,2221020,歷史學系,D 日,B 學士,173,92,81,20,27,47,22,21,43,22,13,35,18,14,32, -, -,0, -, -,0, -, -,0,10,6,16,30 臺北市,1 一般
1,國立政治大學,2221021,台灣史研究所,D 日,D 博士,19,12,7, -,3,3,2,1,3,3,1,4, -,1,1,1, -,1,4,1,5,2, -,2, -, -,0,30 臺北市,1 一般
1,國立政治大學,2221021,台灣史研究所,D 日,M 碩士,54,36,18,8,6,14,7,4,11,10,5,15,11,3,14, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,2222031,民族學系,D 日,D 博士,18,7,11, -,2,2,1,1,2, -,2,2, -, -,0,3,1,4,1,2,3,2,3,5, -, -,0,30 臺北市,1 一般
1,國立政治大學,2222031,民族學系,D 日,M 碩士,19,10,9,4,1,5,4,3,7, -,3,3,2,2,4, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,2222031,民族學系,D 日,B 學士,180,80,100,25,22,47,18,22,40,12,27,39,14,22,36, -, -,0, -, -,0, -, -,0,11,7,18,30 臺北市,1 一般
1,國立政治大學,2231022,哲學系,D 日,D 博士,30,21,9,4,1,5,3,2,5,1,1,2,2,2,4,4, -,4,3, -,3,4,3,7, -, -,0,30 臺北市,1 一般
1,國立政治大學,2231022,哲學系,D 日,M 碩士,48,35,13,10,5,15,7,4,11,11, -,11,7,4,11, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,2231022,哲學系,D 日,B 學士,190,104,86,22,29,51,30,20,50,20,14,34,24,13,37, -, -,0, -, -,0, -, -,0,8,10,18,30 臺北市,1 一般
1,國立政治大學,2311009,英國語文學系,D 日,D 博士,25,11,14, -,2,2,6, -,6,1,1,2,1,5,6,1,1,2, -,4,4,2,1,3, -, -,0,30 臺北市,1 一般
1,國立政治大學,2311009,英國語文學系,D 日,M 碩士,70,15,55,4,16,20,5,17,22,3,16,19,3,6,9, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,2311009,英國語文學系,D 日,B 學士,272,75,197,19,43,62,18,41,59,17,40,57,13,52,65, -, -,0, -, -,0, -, -,0,8,21,29,30 臺北市,1 一般
1,國立政治大學,2311009,英國語文學系英語教學碩士在職專班,N 職,M 碩士,28,5,23, -, -,0,1,15,16,1, -,1,2,6,8,1,2,3, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,2311011,日本語文學系,D 日,M 碩士,22,8,14,2,4,6,2,6,8,3,2,5,1,2,3, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,2311011,日本語文學系,D 日,B 學士,187,45,142,6,34,40,8,30,38,11,30,41,10,28,38, -, -,0, -, -,0, -, -,0,10,20,30,30 臺北市,1 一般
1,國立政治大學,2311012,阿拉伯語文學系,D 日,B 學士,164,60,104,15,25,40,12,22,34,10,23,33,15,24,39, -, -,0, -, -,0, -, -,0,8,10,18,30 臺北市,1 一般
1,國立政治大學,2311014,韓國語文學系,D 日,M 碩士,23, -,23, -,7,7, -,5,5, -,8,8, -,3,3, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,2311014,韓國語文學系,D 日,B 學士,144,21,123,3,28,31,5,31,36,6,25,31,5,27,32, -, -,0, -, -,0, -, -,0,2,12,14,30 臺北市,1 一般
1,國立政治大學,2311015,土耳其語文學系,D 日,B 學士,115,28,87,10,20,30,4,20,24,3,25,28,6,15,21, -, -,0, -, -,0, -, -,0,5,7,12,30 臺北市,1 一般
1,國立政治大學,2311016,歐洲語文學系,D 日,B 學士,274,51,223,13,48,61,11,49,60,6,43,49,12,50,62, -, -,0, -, -,0, -, -,0,9,33,42,30 臺北市,1 一般
1,國立政治大學,2311017,斯拉夫語文學系,D 日,M 碩士,13,4,9, -,4,4,1,4,5,2, -,2,1,1,2, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,2311017,斯拉夫語文學系,D 日,B 學士,213,48,165,11,37,48,10,35,45,6,33,39,14,32,46, -, -,0, -, -,0, -, -,0,7,28,35,30 臺北市,1 一般
1,國立政治大學,2311087,東南亞語言與文化學士學位學程,D 日,B 學士,125,39,86,16,36,52,12,25,37,6,14,20,2,10,12, -, -,0, -, -,0, -, -,0,3,1,4,30 臺北市,1 一般
1,國立政治大學,2321007,台灣文學研究所,D 日,D 博士,9,4,5,1,2,3, -,1,1, -, -,0,1, -,1,1, -,1, -,1,1,1,1,2, -, -,0,30 臺北市,1 一般
1,國立政治大學,2321007,台灣文學研究所,D 日,M 碩士,41,20,21,6,4,10,3,7,10,4,5,9,7,5,12, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,2322008,中國文學系,D 日,D 博士,52,31,21,3,2,5,4,7,11,2,2,4,5,3,8,2,1,3,7,2,9,8,4,12, -, -,0,30 臺北市,1 一般
1,國立政治大學,2322008,中國文學系,D 日,M 碩士,99,40,59,12,12,24,12,13,25,7,14,21,9,20,29, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,2322008,中國文學系,D 日,B 學士,336,82,254,15,66,81,15,62,77,28,47,75,12,62,74, -, -,0, -, -,0, -, -,0,12,17,29,30 臺北市,1 一般
1,國立政治大學,2322008,中國文學系國文教學碩士在職專班,N 職,M 碩士,75,12,63,5,17,22,5,9,14,1,16,17,1,9,10, -,12,12, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,2323002,華語文教學博士學位學程,D 日,D 博士,14,1,13, -,2,2, -,3,3,1,2,3, -,2,2, -,1,1, -,2,2, -,1,1, -, -,0,30 臺北市,1 一般
1,國立政治大學,2323002,華語文教學碩士學位學程,D 日,M 碩士,50,10,40,1,9,10,4,17,21,3,10,13,2,4,6, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,2399018,語言學研究所,D 日,D 博士,9,5,4, -, -,0,1,1,2, -,1,1,1, -,1,1, -,1, -,2,2,2, -,2, -, -,0,30 臺北市,1 一般
1,國立政治大學,2399018,語言學研究所,D 日,M 碩士,34,12,22,3,8,11,3,7,10,4,4,8,2,3,5, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3111024,經濟學系,D 日,D 博士,10,9,1,2, -,2,1, -,1,1, -,1,1, -,1, -, -,0,2,1,3,2, -,2, -, -,0,30 臺北市,1 一般
1,國立政治大學,3111024,經濟學系,D 日,M 碩士,95,71,24,29,14,43,31,10,41,5, -,5,6, -,6, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3111024,經濟學系,D 日,B 學士,415,229,186,48,40,88,52,44,96,55,42,97,60,47,107, -, -,0, -, -,0, -, -,0,14,13,27,30 臺北市,1 一般
1,國立政治大學,3111025,應用經濟與社會發展英語碩士學位學程,D 日,M 碩士,37,16,21,7,10,17,5,8,13,2,2,4,2,1,3, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3121026,政治學系,D 日,D 博士,23,17,6,1, -,1,2,2,4,2, -,2,2,2,4,2,2,4,1, -,1,7, -,7, -, -,0,30 臺北市,1 一般
1,國立政治大學,3121026,政治學系,D 日,M 碩士,72,45,27,11,8,19,12,5,17,12,6,18,10,8,18, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3121026,政治學系,D 日,B 學士,215,88,127,18,33,51,17,31,48,22,27,49,20,27,47, -, -,0, -, -,0, -, -,0,11,9,20,30 臺北市,1 一般
1,國立政治大學,3121029,國際事務學院國家安全與大陸研究碩士在職專班,N 職,M 碩士,72,47,25,18,8,26,16,12,28,8,3,11,3,1,4,2,1,3, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3122045,外交學系,D 日,D 博士,8,6,2,2,1,3,2, -,2, -, -,0, -, -,0,2, -,2, -, -,0, -,1,1, -, -,0,30 臺北市,1 一般
1,國立政治大學,3122045,外交學系,D 日,M 碩士,77,37,40,14,8,22,6,15,21,10,10,20,7,7,14, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3122045,外交學系,D 日,B 學士,278,116,162,26,40,66,25,35,60,18,39,57,32,39,71, -, -,0, -, -,0, -, -,0,15,9,24,30 臺北市,1 一般
1,國立政治大學,3122045,外交學系戰略與國際事務碩士在職專班,N 職,M 碩士,75,50,25,14,12,26,18,8,26,9,3,12,5, -,5,4,2,6, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3122046,國際研究英語碩士學位學程,D 日,M 碩士,55,33,22,15,11,26,11,9,20,2,1,3,5,1,6, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3131032,心理學系,D 日,D 博士,9,4,5, -,1,1,2, -,2,1,1,2, -, -,0, -,2,2,1, -,1, -,1,1, -, -,0,30 臺北市,1 一般
1,國立政治大學,3131032,心理學系,D 日,M 碩士,89,24,65,9,15,24,5,21,26,3,12,15,7,17,24, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3131032,心理學系,D 日,B 學士,212,62,150,12,30,42,10,42,52,15,33,48,16,36,52, -, -,0, -, -,0, -, -,0,9,9,18,30 臺北市,1 一般
1,國立政治大學,3131033,輔導與諮商碩士學位學程,D 日,M 碩士,47,9,38,3,11,14,2,13,15,3,7,10,1,7,8, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3141030,社會學系,D 日,D 博士,12,7,5,1, -,1,1,1,2,2, -,2, -,2,2, -,2,2, -, -,0,3, -,3, -, -,0,30 臺北市,1 一般
1,國立政治大學,3141030,社會學系,D 日,M 碩士,59,24,35,5,10,15,9,10,19,6,7,13,4,8,12, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3141030,社會學系,D 日,B 學士,215,78,137,12,37,49,17,30,47,20,30,50,21,30,51, -, -,0, -, -,0, -, -,0,8,10,18,30 臺北市,1 一般
1,國立政治大學,3143023,中東與中亞研究碩士學位學程,D 日,M 碩士,15,6,9,2,3,5,1,1,2,2,3,5,1,2,3, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3143028,東亞研究所,D 日,D 博士,33,20,13,2,1,3,2,2,4,5,2,7,1,2,3,4,2,6,4,3,7,2,1,3, -, -,0,30 臺北市,1 一般
1,國立政治大學,3143028,東亞研究所,D 日,M 碩士,77,56,21,15,3,18,17,5,22,14,4,18,10,9,19, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3143036,日本研究博士學位學程,D 日,D 博士,9,5,4,1,1,2, -, -,0, -, -,0, -,3,3,2, -,2,1, -,1,1, -,1, -, -,0,30 臺北市,1 一般
1,國立政治大學,3143036,日本研究碩士學位學程,D 日,M 碩士,40,22,18,5,6,11,7,3,10,6,8,14,4,1,5, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3143038,俄羅斯研究所,D 日,M 碩士,31,19,12,5,3,8,7,3,10,4,2,6,3,4,7, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3143040,亞太研究英語博士學位學程,D 日,D 博士,70,37,33,4,7,11,8,2,10,7,8,15,7,4,11,4,8,12,3,2,5,4,2,6, -, -,0,30 臺北市,1 一般
1,國立政治大學,3143040,亞太研究英語碩士學位學程,D 日,M 碩士,80,40,40,21,18,39,13,15,28,1,5,6,5,2,7, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3143043,地政學系,D 日,D 博士,11,6,5, -,1,1,1,1,2,3, -,3, -,2,2,1,1,2, -, -,0,1, -,1, -, -,0,30 臺北市,1 一般
1,國立政治大學,3143043,地政學系,D 日,M 碩士,66,31,35,15,17,32,13,17,30,2,1,3,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3143043,地政學系,D 日,B 學士,490,259,231,56,65,121,72,50,122,52,58,110,56,50,106, -, -,0, -, -,0, -, -,0,23,8,31,30 臺北市,1 一般
1,國立政治大學,3143043,地政學系,N 職,M 碩士,100,55,45,19,9,28,9,19,28,16,9,25,7,7,14,4,1,5, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3143090,土地政策與環境規劃碩士原住民專班,D 日,M 碩士,40,15,25,4,6,10,3,8,11,4,6,10,4,5,9, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3191047,國家發展研究所,D 日,D 博士,35,22,13,5,1,6,4,2,6,1,2,3,3,2,5,2,1,3,3,5,8,4, -,4, -, -,0,30 臺北市,1 一般
1,國立政治大學,3191047,國家發展研究所,D 日,M 碩士,76,41,35,10,12,22,8,7,15,15,8,23,8,8,16, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3199048,勞工研究所,D 日,M 碩士,66,20,46,6,7,13,5,16,21,5,13,18,4,10,14, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3211049,傳播學院傳播碩士學位學程,D 日,M 碩士,239,50,189,19,52,71,9,53,62,11,46,57,10,38,48,1, -,1, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3211050,國際傳播英語碩士學位學程,D 日,M 碩士,66,21,45,7,22,29,8,13,21,2,6,8,4,4,8, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3211056,傳播學院博士班,D 日,D 博士,41,20,21,4,4,8,2,4,6,2,4,6,5,4,9,2,2,4,4,3,7,1, -,1, -, -,0,30 臺北市,1 一般
1,國立政治大學,3211056,傳播學院大一大二不分系,D 日,B 學士,391,109,282,48,138,186,61,144,205, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3211056,傳播學院碩士在職專班,N 職,M 碩士,94,29,65,8,15,23,6,17,23,7,14,21,3,12,15,5,7,12, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3213052,廣播電視學系,D 日,B 學士,218,78,140, -, -,0, -, -,0,30,62,92,38,51,89, -, -,0, -, -,0, -, -,0,10,27,37,30 臺北市,1 一般
1,國立政治大學,3214051,新聞學系,D 日,D 博士,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -,1,1, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3214051,新聞學系,D 日,B 學士,99,28,71, -, -,0, -, -,0,15,29,44,9,25,34, -, -,0, -, -,0, -, -,0,4,17,21,30 臺北市,1 一般
1,國立政治大學,3214093,全球傳播與創新科技碩士學位學程,D 日,M 碩士,43,6,37,6,37,43, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3222054,圖書資訊與檔案學研究所,D 日,D 博士,14,5,9,1,1,2,1,2,3, -,2,2, -, -,0,3,3,6, -,1,1, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3222054,圖書資訊與檔案學研究所,D 日,M 碩士,58,12,46,5,19,24,6,19,25, -,7,7,1,1,2, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,3222054,圖書資訊與檔案學研究所圖書資訊學數位碩士在職專班,N 職,M 碩士,67,15,52,6,17,23,3,19,22,6,14,20, -, -,0, -,1,1, -,1,1, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4111059,會計學系,D 日,D 博士,9,5,4,2, -,2,1,1,2,1,1,2, -, -,0,1, -,1, -, -,0, -,2,2, -, -,0,30 臺北市,1 一般
1,國立政治大學,4111059,會計學系,D 日,M 碩士,136,59,77,23,39,62,27,33,60,7,5,12,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4111059,會計學系,D 日,B 學士,392,172,220,39,43,82,39,59,98,49,51,100,41,61,102, -, -,0, -, -,0, -, -,0,4,6,10,30 臺北市,1 一般
1,國立政治大學,4121065,財務管理學系,D 日,D 博士,8,3,5, -,1,1, -,1,1,2, -,2, -,1,1,1,1,2, -, -,0, -,1,1, -, -,0,30 臺北市,1 一般
1,國立政治大學,4121065,財務管理學系,D 日,M 碩士,81,39,42,18,20,38,17,19,36,2,2,4,2,1,3, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4121065,財務管理學系,D 日,B 學士,208,93,115,26,21,47,18,31,49,24,25,49,23,31,54, -, -,0, -, -,0, -, -,0,2,7,9,30 臺北市,1 一般
1,國立政治大學,4121068,金融學系,D 日,D 博士,27,23,4,3, -,3,2,1,3,3,2,5,6, -,6,3, -,3,3, -,3,3,1,4, -, -,0,30 臺北市,1 一般
1,國立政治大學,4121068,金融學系,D 日,M 碩士,75,53,22,24,9,33,21,10,31,6,3,9,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4121068,金融學系,D 日,B 學士,255,133,122,26,28,54,32,26,58,36,24,60,29,39,68, -, -,0, -, -,0, -, -,0,10,5,15,30 臺北市,1 一般
1,國立政治大學,4122070,財政學系,D 日,D 博士,7,5,2,1,1,2,2, -,2, -, -,0,1,1,2, -, -,0, -, -,0,1, -,1, -, -,0,30 臺北市,1 一般
1,國立政治大學,4122070,財政學系,D 日,M 碩士,74,24,50,11,20,31,8,22,30,1,7,8,4,1,5, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4122070,財政學系,D 日,B 學士,376,160,216,32,52,84,37,56,93,43,46,89,36,52,88, -, -,0, -, -,0, -, -,0,12,10,22,30 臺北市,1 一般
1,國立政治大學,4123069,風險管理與保險學系,D 日,D 博士,16,13,3,1,1,2,1,1,2,1, -,1,3, -,3,1, -,1,3,1,4,3, -,3, -, -,0,30 臺北市,1 一般
1,國立政治大學,4123069,風險管理與保險學系,D 日,M 碩士,78,37,41,16,19,35,13,16,29,6,5,11,2,1,3, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4123069,風險管理與保險學系,D 日,B 學士,231,115,116,23,28,51,24,36,60,28,22,50,28,24,52, -, -,0, -, -,0, -, -,0,12,6,18,30 臺北市,1 一般
1,國立政治大學,4131060,企業管理學系,D 日,D 博士,55,31,24,3,7,10,7,6,13,5,1,6,3,3,6,4,2,6,6,2,8,3,3,6, -, -,0,30 臺北市,1 一般
1,國立政治大學,4131060,企業管理研究所(MBA學位學程),D 日,M 碩士,246,94,152,41,63,104,29,61,90,18,23,41,6,5,11, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4131060,企業管理學系,D 日,B 學士,451,183,268,45,59,104,38,66,104,44,60,104,44,64,108, -, -,0, -, -,0, -, -,0,12,19,31,30 臺北市,1 一般
1,國立政治大學,4131062,經營管理碩士學程高階經營班,N 職,M 碩士,490,283,207,96,72,168,94,73,167,53,44,97,26,10,36,14,8,22, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4131062,經營管理碩士學程全球華商班,N 職,M 碩士,79,43,36,14,16,30,15,14,29,10,5,15,1, -,1,3,1,4, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4131064,國際經營管理英語碩士學位學程,D 日,M 碩士,131,65,66,21,30,51,31,18,49,12,11,23,1,6,7, -,1,1, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4131091,創新國際學院學士班,D 日,B 學士,115,42,73,15,38,53,15,22,37,12,13,25, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4134041,公共行政學系,D 日,D 博士,16,8,8,1,1,2, -,1,1, -, -,0,1,2,3,2,1,3,1,2,3,3,1,4, -, -,0,30 臺北市,1 一般
1,國立政治大學,4134041,公共行政學系,D 日,M 碩士,99,47,52,15,12,27,11,22,33,9,9,18,12,9,21, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4134041,公共行政學系,D 日,B 學士,190,61,129,14,35,49,15,30,45,14,27,41,14,32,46, -, -,0, -, -,0, -, -,0,4,5,9,30 臺北市,1 一般
1,國立政治大學,4134042,行政管理碩士學程領導決策現役軍人營區碩士在職專班,N 職,M 碩士,25,20,5, -, -,0,20,5,25, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4134042,行政管理碩士學程,N 職,M 碩士,249,83,166,27,55,82,20,62,82,14,21,35,12,20,32,10,8,18, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4134042,行政管理碩士學程現役軍人營區碩士在職專班,N 職,M 碩士,67,46,21,12,10,22,13,6,19,11,4,15,7,1,8,3, -,3, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4141067,國際經營與貿易學系,D 日,D 博士,9,3,6, -, -,0,1,1,2, -,1,1, -,3,3,2,1,3, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4141067,國際經營與貿易學系,D 日,M 碩士,121,50,71,19,35,54,23,24,47,8,9,17, -,3,3, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4141067,國際經營與貿易學系,D 日,B 學士,397,168,229,37,49,86,42,47,89,41,52,93,37,67,104, -, -,0, -, -,0, -, -,0,11,14,25,30 臺北市,1 一般
1,國立政治大學,4143055,廣告學系,D 日,B 學士,251,60,191, -, -,0, -, -,0,17,80,97,27,73,100, -, -,0, -, -,0, -, -,0,16,38,54,30 臺北市,1 一般
1,國立政治大學,4199072,科技管理與智慧財產研究所,D 日,D 博士,25,12,13,3,1,4,1,1,2,1,7,8,2,3,5,3, -,3,2,1,3, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4199072,科技管理與智慧財產研究所,D 日,M 碩士,165,59,106,16,36,52,17,37,54,18,22,40,8,11,19, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4211073,法律學系,D 日,B 學士,741,327,414,61,104,165,76,102,178,85,90,175,86,105,191, -, -,0, -, -,0, -, -,0,19,13,32,30 臺北市,1 一般
1,國立政治大學,4211074,法律科際整合研究所,D 日,M 碩士,92,46,46,9,14,23,8,14,22,15,9,24,14,9,23, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4211075,法學院碩士在職專班,N 職,M 碩士,272,134,138,29,37,66,27,38,65,34,26,60,27,22,49,16,15,31,1, -,1, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,4212073,法律學系,D 日,D 博士,40,27,13,5,2,7,3,3,6,8,2,10,2,1,3,3,3,6,4,1,5,2,1,3, -, -,0,30 臺北市,1 一般
1,國立政治大學,4212073,法律學系,D 日,M 碩士,245,123,122,35,34,69,37,26,63,20,42,62,31,20,51, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,5199083,神經科學研究所,D 日,M 碩士,4,1,3, -,2,2, -, -,0,1,1,2, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,5331077,應用物理研究所,D 日,M 碩士,19,17,2,4,1,5,10,1,11,1, -,1,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,5411078,應用數學系,D 日,D 博士,8,6,2,2, -,2,1, -,1,2, -,2,1,1,2, -, -,0, -, -,0, -,1,1, -, -,0,30 臺北市,1 一般
1,國立政治大學,5411078,應用數學系,D 日,M 碩士,54,46,8,11,3,14,13,4,17,13, -,13,9,1,10, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,5411078,應用數學系,D 日,B 學士,183,137,46,33,9,42,34,8,42,31,14,45,22,12,34, -, -,0, -, -,0, -, -,0,17,3,20,30 臺北市,1 一般
1,國立政治大學,5421079,統計學系,D 日,D 博士,6,4,2,1, -,1, -,1,1,1,1,2,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,5421079,統計學系,D 日,M 碩士,66,49,17,20,10,30,26,6,32,2,1,3,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,5421079,統計學系,D 日,B 學士,234,119,115,26,30,56,26,26,52,26,30,56,31,24,55, -, -,0, -, -,0, -, -,0,10,5,15,30 臺北市,1 一般
1,國立政治大學,6131080,資訊管理學系,D 日,D 博士,49,37,12,7,3,10,7,1,8,6,2,8,5,1,6,4,3,7,3,1,4,5,1,6, -, -,0,30 臺北市,1 一般
1,國立政治大學,6131080,資訊管理學系,D 日,M 碩士,110,51,59,22,30,52,22,21,43,7,7,14, -,1,1, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,1 一般
1,國立政治大學,6131080,資訊管理學系,D 日,B 學士,348,180,168,44,44,88,46,39,85,40,41,81,45,36,81, -, -,0, -, -,0, -, -,0,5,8,13,30 臺北市,1 一般
