學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,一年級總計,二年級男生,二年級女生,二年級總計,三年級男生,三年級女生,三年級總計,四年級男生,四年級女生,四年級總計,五年級男生,五年級女生,五年級總計,六年級男生,六年級女生,六年級總計,七年級男生,七年級女生,七年級總計,延修生男生,延修生女生,延修生總計,縣市名稱,體系別
36,國立臺南大學,6134024,數位學習科技學系數位學習科技行銷產業碩士專班,N 職,M 碩士,10,3,7,3,7,10, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,21 臺南市,1 一般
36,國立臺南大學,7112055,材料科學系,D 日,M 碩士,13,10,3,4,1,5,3,2,5,1, -,1,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0,21 臺南市,1 一般
36,國立臺南大學,7112055,材料科學系,D 日,B 學士,174,124,50,35,11,46,34,9,43,27,12,39,25,18,43, -, -,0, -, -,0, -, -,0,3, -,3,21 臺南市,1 一般
36,國立臺南大學,7132058,綠色能源科技學系,D 日,M 碩士,35,24,11,9,8,17,10,1,11,1,1,2,4,1,5, -, -,0, -, -,0, -, -,0, -, -,0,21 臺南市,1 一般
36,國立臺南大學,7132058,綠色能源科技學系,D 日,B 學士,168,117,51,31,15,46,34,10,44,26,12,38,24,13,37, -, -,0, -, -,0, -, -,0,2,1,3,21 臺南市,1 一般
36,國立臺南大學,7132058,綠色能源科技學系,N 職,M 碩士,32,29,3,12,2,14,10,1,11,2, -,2, -, -,0,4, -,4,1, -,1, -, -,0, -, -,0,21 臺南市,1 一般
36,國立臺南大學,7132058,綠色能源科技學系,P 進,B 學士,105,86,19,26,7,33,16,8,24,23,3,26,19,1,20, -, -,0, -, -,0, -, -,0,2, -,2,21 臺南市,1 一般
36,國立臺南大學,7141049,電機工程學系,D 日,D 博士,12,10,2,1,1,2,3, -,3,3, -,3, -,1,1, -, -,0, -, -,0,3, -,3, -, -,0,21 臺南市,1 一般
36,國立臺南大學,7141049,電機工程學系,D 日,M 碩士,63,57,6,32,4,36,22,2,24,3, -,3, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,21 臺南市,1 一般
36,國立臺南大學,7141049,電機工程學系,D 日,B 學士,186,162,24,35,9,44,40,5,45,43,5,48,40,5,45, -, -,0, -, -,0, -, -,0,4, -,4,21 臺南市,1 一般
36,國立臺南大學,7151054,機電系統工程研究所,D 日,M 碩士,8,6,2, -, -,0,2,1,3,4,1,5, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,21 臺南市,1 一般
36,國立臺南大學,7151065,智慧製造碩士在職學位學程,N 職,M 碩士,12,11,1,11,1,12, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,21 臺南市,1 一般
37,國立臺北教育大學,1111001,教育學系生命教育碩士班,D 日,M 碩士,54,11,43,4,9,13,2,11,13, -,11,11,4,9,13, -,1,1,1,2,3, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1111001,教育學系教育創新與評鑑碩士班,D 日,M 碩士,58,10,48,2,15,17,2,10,12,5,9,14,1,11,12, -,2,2, -,1,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1111001,教育學系教育行政碩士學位在職進修專班,N 職,M 碩士,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -,1,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1111001,教育學系生命教育碩士在職專班,N 職,M 碩士,69,14,55,5,16,21,6,21,27,2,5,7,1,7,8, -,5,5, -,1,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1111001,教育學系教育創新與評鑑碩士在職專班,N 職,M 碩士,58,9,49,6,17,23, -,23,23,2,5,7,1,2,3, -,2,2, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1113003,特殊教育學系,D 日,M 碩士,55,18,37,3,10,13,3,10,13,5,12,17,7,4,11, -,1,1, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1113003,特殊教育學系早期療育碩士班,D 日,M 碩士,38,2,36, -,11,11,1,9,10, -,10,10,1,6,7, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1113003,特殊教育學系,D 日,B 學士,191,50,141,8,36,44,15,30,45,10,33,43,15,31,46, -, -,0, -, -,0, -, -,0,2,11,13,30 臺北市,3 師範
37,國立臺北教育大學,1113003,特殊教育學系,N 職,M 碩士,68,7,61,1,24,25,6,20,26, -,11,11, -,4,4, -,2,2, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1113003,特殊教育學系特教教學碩士學位班(夜間班),N 職,M 碩士,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -,1,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1114044,教育經營與管理學系教育政策與管理博士班,D 日,D 博士,78,42,36,6,7,13,5,5,10,3,5,8,7,4,11,3,5,8,2,3,5,16,7,23, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1114044,教育經營與管理學系教育政策與管理碩士班,D 日,M 碩士,65,22,43,2,13,15,8,11,19,5,8,13,4,6,10,2,3,5, -, -,0,1,2,3, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1114044,教育經營與管理學系文教法律碩士班,D 日,M 碩士,57,27,30,6,5,11,5,8,13,2,4,6,5,5,10,3,2,5,4,2,6,2,4,6, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1114044,教育經營與管理學系,D 日,B 學士,178,43,135,12,32,44,8,36,44,14,28,42,7,33,40, -, -,0, -, -,0, -, -,0,2,6,8,30 臺北市,3 師範
37,國立臺北教育大學,1114044,教育經營與管理學系原住民文教法律碩士在職專班,N 職,M 碩士,15,6,9,2,3,5, -,2,2,1,3,4,3,1,4, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1114044,教育經營與管理學系教育領導與管理碩士在職專班,N 職,M 碩士,23,5,18,2,8,10,1,5,6,2,2,4, -,3,3, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1114044,教育經營與管理學系校務經營碩士在職專班,N 職,M 碩士,55,9,46,3,16,19,2,16,18,2,6,8,2,6,8, -,1,1, -,1,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1114044,教育經營與管理學系學校行政碩士學位班,N 職,M 碩士,1,1, -, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,1, -,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1115020,課程與教學傳播科技研究所,D 日,D 博士,38,12,26,1,4,5,1,3,4,1,2,3,2,1,3, -,4,4,3,2,5,4,10,14, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1115020,課程與教學傳播科技研究所課程與教學碩士班,D 日,M 碩士,74,13,61,1,15,16,1,15,16,4,11,15,5,11,16,2,4,6, -,4,4, -,1,1, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1115020,課程與教學傳播科技研究所教育傳播與科技碩士班,D 日,M 碩士,43,8,35,4,12,16,2,10,12, -,9,9,2,4,6, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1115020,課程與教學傳播科技研究所教育傳播與科技碩士在職專班,N 職,M 碩士,21,6,15, -, -,0, -, -,0,2,4,6,3,8,11, -, -,0,1,3,4, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1115020,課程與教學傳播科技研究所課程教學與學習科技碩士在職專班,N 職,M 碩士,32,8,24,4,12,16,4,12,16, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1115020,課程與教學傳播科技研究所教學碩士學位班(夜間班),N 職,M 碩士,3, -,3, -, -,0, -, -,0, -, -,0, -,1,1, -, -,0, -,2,2, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1115020,課程與教學傳播科技研究所課程與教學碩士在職專班,N 職,M 碩士,13,4,9, -, -,0, -, -,0,1,4,5,3,4,7, -,1,1, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1115047,學習與教學國際碩士學位學程,D 日,M 碩士,23,8,15,3,7,10,4,5,9, -,2,2,1, -,1, -, -,0, -,1,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1121035,幼兒與家庭教育學系,D 日,M 碩士,78,8,70,2,17,19,1,17,18,1,12,13,1,8,9,2,8,10,1,5,6, -,3,3, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1121035,幼兒與家庭教育學系,D 日,B 學士,192,17,175,1,46,47,6,38,44,6,42,48,2,43,45, -, -,0, -, -,0, -, -,0,2,6,8,30 臺北市,3 師範
37,國立臺北教育大學,1121035,幼兒與家庭教育學系,N 職,M 碩士,98,1,97, -,22,22,1,27,28, -,22,22, -,17,17, -,8,8, -,1,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1121035,幼兒與家庭教育學系教學碩士學位班,N 職,M 碩士,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -,1,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1131001,教育學系,D 日,B 學士,192,53,139,9,36,45,11,30,41,17,30,47,11,38,49, -, -,0, -, -,0, -, -,0,5,5,10,30 臺北市,3 師範
37,國立臺北教育大學,1131038,數學暨資訊教育學系人工智慧與資訊教育碩士班,D 日,M 碩士,9,8,1,4, -,4,4,1,5, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1131038,數學暨資訊教育學系數學教育碩士班,D 日,M 碩士,26,15,11,2,3,5,4,3,7,5,2,7,2,3,5,1, -,1,1, -,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1131038,數學暨資訊教育學系,D 日,B 學士,239,126,113,36,28,64,36,22,58,24,33,57,24,28,52, -, -,0, -, -,0, -, -,0,6,2,8,30 臺北市,3 師範
37,國立臺北教育大學,1131038,數學暨資訊教育學系數學教育教學碩士學位班,N 職,M 碩士,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -,1,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1131038,數學暨資訊教育學系人工智慧與資訊教育碩士在職專班,N 職,M 碩士,18,9,9,5,5,10,4,4,8, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1131038,數學暨資訊教育學系數學教育碩士在職專班,N 職,M 碩士,32,14,18,2,10,12,6,6,12,3, -,3,2,2,4, -, -,0,1, -,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1141002,體育學系,D 日,M 碩士,44,21,23,7,5,12,8,9,17,3,5,8,1,2,3,2,2,4, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1141002,體育學系,D 日,B 學士,231,143,88,28,26,54,39,18,57,34,15,49,35,24,59, -, -,0, -, -,0, -, -,0,7,5,12,30 臺北市,3 師範
37,國立臺北教育大學,1141002,體育學系,N 職,M 碩士,51,25,26,10,9,19,11,10,21,2,4,6,2,2,4, -,1,1, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1141040,自然科學教育學系,D 日,D 博士,13,6,7, -,2,2, -,1,1, -,1,1, -,1,1,3,1,4,1, -,1,2,1,3, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,1141040,自然科學教育學系科學探究與實作碩士在職專班,N 職,M 碩士,39,15,24,3,10,13,5,10,15,1, -,1,4,4,8,1, -,1,1, -,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2121014,藝術與造形設計學系藝術跨域整合博士班,D 日,D 博士,23,4,19, -,3,3, -,4,4, -,2,2,1,3,4, -,2,2,2,1,3,1,4,5, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2121014,藝術與造形設計學系,D 日,M 碩士,83,27,56,5,14,19,8,15,23,7,15,22,5,11,16,1, -,1, -,1,1,1, -,1, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2121014,藝術與造形設計學系,D 日,B 學士,338,62,276,13,75,88,15,68,83,17,60,77,12,63,75, -, -,0, -, -,0, -, -,0,5,10,15,30 臺北市,3 師範
37,國立臺北教育大學,2121014,藝術與造形設計學系,N 職,M 碩士,48,6,42, -,14,14,3,14,17,1,10,11,1,1,2, -,2,2,1,1,2, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2121027,當代藝術評論與策展研究全英語碩士學位學程,D 日,M 碩士,43,11,32,5,10,15,2,11,13,2,5,7, -,4,4,1,1,2,1,1,2, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2121028,文化創意產業經營學系,D 日,M 碩士,39,6,33,1,12,13, -,13,13,2,4,6,2,2,4,1,1,2, -,1,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2121028,文化創意產業經營學系,D 日,B 學士,184,33,151,5,42,47,8,35,43,13,33,46,7,35,42, -, -,0, -, -,0, -, -,0, -,6,6,30 臺北市,3 師範
37,國立臺北教育大學,2121028,文化創意產業經營學系博物館管理與科技應用碩士在職專班,N 職,M 碩士,17,3,14,1,9,10,2,3,5, -,2,2, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2121028,文化創意產業經營學系碩士學位EMBA在職進修專班,N 職,M 碩士,45,10,35,2,10,12,6,17,23,1,5,6, -,3,3, -, -,0,1, -,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2122011,數位科技設計學系玩具與遊戲設計碩士班,D 日,M 碩士,68,26,42,13,16,29,7,19,26,2,5,7,4,2,6, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2122011,數位科技設計學系,D 日,B 學士,175,78,97,17,27,44,28,18,46,17,27,44,16,22,38, -, -,0, -, -,0, -, -,0, -,3,3,30 臺北市,3 師範
37,國立臺北教育大學,2122011,數位科技設計學系玩具與遊戲設計碩士在職專班,N 職,M 碩士,57,21,36,6,16,22,8,11,19,2,4,6,3,1,4, -,1,1,2,3,5, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2151031,音樂學系,D 日,M 碩士,72,34,38,13,14,27,12,17,29,8,3,11,1,3,4, -,1,1, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2151031,音樂學系,D 日,B 學士,176,57,119,16,26,42,8,30,38,11,31,42,19,26,45, -, -,0, -, -,0, -, -,0,3,6,9,30 臺北市,3 師範
37,國立臺北教育大學,2151031,音樂學系音樂教學碩士學位班,N 職,M 碩士,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -,1,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2151031,音樂學系音樂碩士在職專班,N 職,M 碩士,3, -,3, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -,3,3, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2299025,臺灣文化研究所,D 日,M 碩士,90,33,57,5,17,22,10,12,22,7,14,21,7,8,15,3,4,7,1,2,3, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2299025,臺灣文化研究所臺灣文化教學碩士學位班(夜間班),N 職,M 碩士,2, -,2, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -,2,2, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2299025,臺灣文化研究所,N 職,M 碩士,58,15,43,3,15,18,4,12,16,4,6,10,4,9,13, -, -,0, -,1,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2311023,兒童英語教育學系英語教育碩士班,D 日,M 碩士,52,6,46,4,9,13,2,13,15, -,9,9, -,12,12, -,2,2, -,1,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2311023,兒童英語教育學系,D 日,B 學士,142,19,123,7,16,23,5,32,37,6,37,43,1,35,36, -, -,0, -, -,0, -, -,0, -,3,3,30 臺北市,3 師範
37,國立臺北教育大學,2311023,兒童英語教育學系英語教育碩士在職專班,N 職,M 碩士,54,4,50,2,17,19,1,19,20, -,7,7,1,2,3, -,3,3, -,2,2, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2311023,兒童英語教育學系英語教學碩士學位班(夜間班),N 職,M 碩士,2, -,2, -, -,0, -, -,0, -, -,0, -,1,1, -, -,0, -,1,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2322018,語文與創作學系,D 日,M 碩士,40,9,31,3,11,14,3,9,12,1,5,6,1,5,6, -,1,1,1, -,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2322018,語文與創作學系華語文教學碩士班,D 日,M 碩士,50,9,41,1,7,8,1,7,8, -,8,8,6,12,18,1,5,6, -,2,2, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2322018,語文與創作學系,D 日,B 學士,342,63,279,15,72,87,13,69,82,12,66,78,14,62,76, -, -,0, -, -,0, -, -,0,9,10,19,30 臺北市,3 師範
37,國立臺北教育大學,2399018,語文與創作學系,N 職,M 碩士,10,4,6,4,6,10, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2399018,語文與創作學系語文教學碩士在職專班,N 職,M 碩士,5,1,4, -, -,0, -, -,0,1, -,1, -,4,4, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,2399018,語文與創作學系語文教學碩士學位班(暑期班),N 職,M 碩士,1, -,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0, -,1,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,3131007,心理與諮商學系,D 日,M 碩士,106,31,75,6,21,27,8,20,28,11,13,24,5,20,25, -,1,1,1, -,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,3131007,心理與諮商學系,D 日,B 學士,195,54,141,14,36,50,10,34,44,15,35,50,12,33,45, -, -,0, -, -,0, -, -,0,3,3,6,30 臺北市,3 師範
37,國立臺北教育大學,3191005,社會與區域發展學系,D 日,M 碩士,50,18,32,4,11,15,8,3,11,1,7,8,3,8,11, -,2,2,1, -,1,1,1,2, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,3191005,社會與區域發展學系,D 日,B 學士,200,80,120,23,26,49,22,28,50,18,27,45,14,32,46, -, -,0, -, -,0, -, -,0,3,7,10,30 臺北市,3 師範
37,國立臺北教育大學,3191005,社會與區域發展學系多元文化與發展碩士在職專班,N 職,M 碩士,40,2,38, -,16,16,2,10,12, -,7,7, -,3,3, -, -,0, -,2,2, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,3191005,社會與區域發展學系社會學習領域碩士在職專班,N 職,M 碩士,41,4,37,2,12,14,1,14,15,1,3,4, -,7,7, -,1,1, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,3191005,社會與區域發展學系社會學習領域教學碩士學位班,N 職,M 碩士,10,3,7, -, -,0, -, -,0, -, -,0,1,1,2, -,2,2,2,4,6, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,3221049,博物館管理與科技應用碩士在職學位學程,N 職,M 碩士,5,1,4, -, -,0,1, -,1, -, -,0, -,4,4, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,4131048,東南亞區域管理碩士學位學程,D 日,M 碩士,24,4,20,1,8,9,3,11,14, -,1,1, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,5399040,自然科學教育學系,D 日,M 碩士,44,22,22,5,5,10,7,5,12,7,5,12,2,6,8, -,1,1,1, -,1, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,5399040,自然科學教育學系,D 日,B 學士,188,102,86,25,20,45,18,27,45,25,19,44,29,17,46, -, -,0, -, -,0, -, -,0,5,3,8,30 臺北市,3 師範
37,國立臺北教育大學,6131004,資訊科學系,D 日,M 碩士,42,28,14,9,8,17,18,5,23,1,1,2, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,6131004,資訊科學系,D 日,B 學士,162,117,45,26,18,44,29,12,41,35,6,41,27,9,36, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
37,國立臺北教育大學,6131004,資訊科學系,N 職,M 碩士,52,40,12,18,10,28,20,1,21,2,1,3, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,30 臺北市,3 師範
39,國立臺中教育大學,1111001,教育學系,D 日,D 博士,42,15,27,2,3,5,3,3,6,1,3,4,1,5,6,2,3,5,2,6,8,4,4,8, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1111001,教育學系課程與教學碩士班,D 日,M 碩士,26,5,21, -,10,10,1,5,6,3,3,6,1,2,3, -,1,1, -, -,0, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1111001,教育學系,D 日,M 碩士,29,6,23,2,2,4,1,6,7,1,5,6,2,5,7, -,5,5, -, -,0, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1111001,教育學系,D 日,B 學士,168,62,106,12,25,37,14,30,44,17,27,44,18,24,42, -, -,0, -, -,0, -, -,0,1, -,1,19 臺中市,3 師範
39,國立臺中教育大學,1111001,教育學系教育行政與管理碩士在職專班,N 職,M 碩士,57,13,44,2,13,15,2,10,12,2,8,10,6,5,11,1,7,8, -,1,1, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1111001,教育學系課程與教學碩士在職專班,N 職,M 碩士,67,10,57,4,18,22,2,17,19,1,8,9,2,8,10,1,4,5, -,2,2, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1111005,教師專業碩士學位學程,D 日,M 碩士,120,32,88,9,42,51,11,23,34,12,23,35, -, -,0, -, -,0, -, -,0, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1113022,特殊教育學系,D 日,M 碩士,43,11,32,3,12,15,3,11,14,2,8,10,1,1,2,1, -,1,1, -,1, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1113022,特殊教育學系,D 日,B 學士,185,39,146,5,38,43,11,34,45,12,32,44,11,38,49, -, -,0, -, -,0, -, -,0, -,4,4,19 臺中市,3 師範
39,國立臺中教育大學,1113022,特殊教育學系,N 職,M 碩士,58,7,51,6,16,22, -,21,21,1,6,7, -,4,4, -,3,3, -,1,1, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1114025,高等教育經營管理碩士學位學程,D 日,M 碩士,29,9,20,1,6,7,2,7,9,3,3,6,2,3,5,1,1,2, -, -,0, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1117028,教育資訊與測驗統計研究所,D 日,D 博士,35,14,21,1,4,5,1,4,5,3,2,5,3,5,8,1,3,4,1,2,3,4,1,5, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1117028,教育資訊與測驗統計研究所,D 日,M 碩士,40,25,15,7,6,13,11,4,15,6,1,7,1,3,4, -, -,0, -,1,1, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1117028,教育資訊與測驗統計研究所,N 職,M 碩士,37,10,27,3,3,6,4,11,15,3,7,10, -,4,4, -,2,2, -, -,0, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1121021,幼兒教育學系,D 日,M 碩士,34,1,33, -,12,12, -,10,10, -,6,6,1,5,6, -, -,0, -, -,0, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1121021,幼兒教育學系早期療育碩士班,D 日,M 碩士,39,3,36,1,9,10,1,13,14,1,6,7, -,7,7, -,1,1, -, -,0, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1121021,幼兒教育學系,D 日,B 學士,200,9,191,1,53,54,4,43,47,3,47,50,1,46,47, -, -,0, -, -,0, -, -,0, -,2,2,19 臺中市,3 師範
39,國立臺中教育大學,1121021,幼兒教育學系,N 職,M 碩士,53,3,50,1,19,20,2,16,18, -,9,9, -,4,4, -,2,2, -, -,0, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1121021,幼兒教育學系早期療育碩士在職專班,N 職,M 碩士,51,4,47,1,10,11,2,10,12, -,10,10, -,10,10, -,2,2,1,5,6, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1131006,語文教育學系,D 日,D 博士,31,8,23, -,5,5,1,3,4,3,1,4,1,4,5, -,5,5,2,2,4,1,3,4, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1131006,語文教育學系,D 日,M 碩士,32,4,28, -,7,7,2,8,10,1,6,7, -,7,7, -, -,0,1, -,1, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1131006,語文教育學系華語文教學碩士班,D 日,M 碩士,39,9,30,3,6,9,3,10,13,2,7,9,1,7,8, -, -,0, -, -,0, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1131006,語文教育學系,D 日,B 學士,180,28,152,6,29,35,4,43,47,7,40,47,8,37,45, -, -,0, -, -,0, -, -,0,3,3,6,19 臺中市,3 師範
39,國立臺中教育大學,1131006,語文教育學系,N 職,M 碩士,26,5,21, -,5,5,2,2,4,1,5,6,1,4,5, -,5,5,1, -,1, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1131008,科學教育與應用學系,D 日,M 碩士,18,6,12,2,3,5,2,7,9,2, -,2, -,1,1, -,1,1, -, -,0, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1131008,科學教育與應用學系環境教育及管理碩士班,D 日,M 碩士,27,13,14,3,3,6,6,5,11,3,3,6,1,3,4, -, -,0, -, -,0, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1131008,科學教育與應用學系,D 日,B 學士,174,100,74,21,23,44,23,17,40,25,15,40,26,19,45, -, -,0, -, -,0, -, -,0,5, -,5,19 臺中市,3 師範
39,國立臺中教育大學,1131008,科學教育與應用學系,N 職,M 碩士,40,11,29,4,8,12,3,7,10,2,6,8, -,2,2,1,2,3,1,4,5, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1131008,科學教育與應用學系環境教育及管理碩士在職專班,N 職,M 碩士,29,5,24,2,7,9,1,8,9,1,6,7,1,3,4, -, -,0, -, -,0, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1131011,數學教育學系,D 日,M 碩士,25,15,10,3,1,4,7,1,8,3,2,5,2,2,4, -,3,3, -,1,1, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1131011,數學教育學系,D 日,B 學士,180,96,84,20,20,40,27,21,48,17,27,44,25,15,40, -, -,0, -, -,0, -, -,0,7,1,8,19 臺中市,3 師範
39,國立臺中教育大學,1131011,數學教育學系,N 職,M 碩士,30,10,20,3,3,6,4,10,14,1,3,4,2,4,6, -, -,0, -, -,0, -, -,0, -, -,0,19 臺中市,3 師範
39,國立臺中教育大學,1131019,體育學系,D 日,M 碩士,34,15,19,3,10,13,6,2,8,1,5,6,4, -,4,1,1,2, -,1,1, -, -,0, -, -,0,19 臺中市,3 師範
